equation;answer;correct
(2x+4)/(5)-(x-10)/(6)=2;7x=-14;1
(2x+4)/(5)-(x-10)/(6)=2;x=-(14)/(7);1
(2x+4)/(5)-(x-10)/(6)=2;x=-2;1
(2x+9)/(7)-(x+1)/(4)=x+2;8x+36-7x-7=28x+56;1
(2x+9)/(7)-(x+1)/(4)=x+2;8x-7x-28x=56-36+7;1
(2x+9)/(7)-(x+1)/(4)=x+2;-27x=27;1
(2x+9)/(7)-(x+1)/(4)=x+2;x=(27)/(-27);1
(2x+9)/(7)-(x+1)/(4)=x+2;x=-1;1
(4x+9)/(9)-(x)/(15)=2x+1;20x+45-3x=90x+45;1
(4x+9)/(9)-(x)/(15)=2x+1;20x-3x-90x=45-45;1
(4x+9)/(9)-(x)/(15)=2x+1;-73x=0;1
(4x+9)/(9)-(x)/(15)=2x+1;x=(0)/(-73);1
(4x+9)/(9)-(x)/(15)=2x+1;x=0;1
x-(x)/(2)=2x+1;2x-x=4x+2;1
x-(x)/(2)=2x+1;2x-x-4x=2;1
x-(x)/(2)=2x+1;-3x=2;1
x-(x)/(2)=2x+1;x=(2)/(-3);1
(x)/(2)+(x-1)/(3)=3;3x+2x-2=18;1
(x)/(2)+(x-1)/(3)=3;3x+2x=18+2;1
(x)/(2)+(x-1)/(3)=3;5x=20;1
(x)/(2)+(x-1)/(3)=3;x=(20)/(5);1
(x)/(2)+(x-1)/(3)=3;x=4;1
(x-2)/(4)+2x=(5x)/(2);x-2+8x=10x;1
(x-2)/(4)+2x=(5x)/(2);x+8x-10x=2;1
(x-2)/(4)+2x=(5x)/(2);-1x=2;1
(x-2)/(4)+2x=(5x)/(2);x=(2)/(-1);1
(x-2)/(4)+2x=(5x)/(2);x=-2;1
(x)/(3)+(2x+2)/(4)=3x+7;4x+6x+2=36x+84;0
(x)/(3)+(2x+2)/(4)=3x+7;4x+6x+6=36x+84;1
(x)/(3)+(2x+2)/(4)=3x+7;4x+6x-36x=84-6;1
(x)/(3)+(2x+2)/(4)=3x+7;-26x=78;1
(x)/(3)+(2x+2)/(4)=3x+7;x=(78)/(-26);1
(x)/(3)+(2x+2)/(4)=3x+7;x=(39)/(-12);0
(x)/(3)+(2x+2)/(4)=3x+7;x=(39)/(-13);1
(x)/(3)+(2x+2)/(4)=3x+7;x=-3;1
(x-1)/(7)-(2x+6)/(8)=(4x-14)/(14)-1;8x-8-14x-42=16x-56-56;1
(x-1)/(7)-(2x+6)/(8)=(4x-14)/(14)-1;8x-14x-16x=-56-56+8+42;1
(x-1)/(7)-(2x+6)/(8)=(4x-14)/(14)-1;-22x=-62;1
(x-1)/(7)-(2x+6)/(8)=(4x-14)/(14)-1;x=-(62)/(-22);1
(x-1)/(7)-(2x+6)/(8)=(4x-14)/(14)-1;x=(31)/(11);1
2*(2x-4)=5-((x)/(2)+4);4x-8=5-((x)/(2)+4);1
2*(2x-4)=5-((x)/(2)+4);4x-8=5-x+8;0
2*(2x-4)=5-((x)/(2)+4);4x-8=5-(x+8);0
2*(2x-4)=5-((x)/(2)+4);8x+x=10-8+16;1
2*(2x-4)=5-((x)/(2)+4);9x=18;1
2*(2x-4)=5-((x)/(2)+4);x=(18)/(2);0
2*(2x-4)=5-((x)/(2)+4);x=(18)/(9);1
2*(2x-4)=5-((x)/(2)+4);x=2;1
(3*(x-4))/(4)-1=x-(4-x)/(6);9x-36-12=12x+8+2x;0
(3*(x-4))/(4)-1=x-(4-x)/(6);9x-36-12=12x-8+2x;1
(3*(x-4))/(4)-1=x-(4-x)/(6);9x-12x-2x=-8+36+12;1
(3*(x-4))/(4)-1=x-(4-x)/(6);-5x=40;1
(3*(x-4))/(4)-1=x-(4-x)/(6);x=(40)/(-5);1
(3*(x-4))/(4)-1=x-(4-x)/(6);x=-8;1
4x-2*(x-5)+(3x-5)/(2)=0;8x-4x+20+3x-5=0;1
4x-2*(x-5)+(3x-5)/(2)=0;8x-4x+3x=0-20+5;1
4x-2*(x-5)+(3x-5)/(2)=0;7x=-15;1
4x-2*(x-5)+(3x-5)/(2)=0;x=-(15)/(7);1
(2x-1)/(4)-(x-1)/(3)=(x+1)/(2)+(3x+1)/(5);567;0
(2x-1)/(4)-(x-1)/(3)=(x+1)/(2)+(3x+1)/(5);-38x=;0
(2x-1)/(4)-(x-1)/(3)=(x+1)/(2)+(3x+1)/(5);565476;0
(2x-1)/(4)-(x-1)/(3)=(x+1)/(2)+(3x+1)/(5);30x-15-20x+20=30x+30+36x+12;1
(2x-1)/(4)-(x-1)/(3)=(x+1)/(2)+(3x+1)/(5);30x-20x-30x-36x=30+12+15-20;1
(2x-1)/(4)-(x-1)/(3)=(x+1)/(2)+(3x+1)/(5);-56x=37;1
(2x-1)/(4)-(x-1)/(3)=(x+1)/(2)+(3x+1)/(5);x=(37)/(-56);1
(x)/(2)-(x-1)/(3)+(17)/(12)=x+(x+7)/(4);6x-4x+4+17+12+3x+21;0
(x)/(2)-(x-1)/(3)+(17)/(12)=x+(x+7)/(4);6x-4x+4+17=12x+3x+21;1
(x)/(2)-(x-1)/(3)+(17)/(12)=x+(x+7)/(4);6x-4x-12x-3x=21-4-17;1
(x)/(2)-(x-1)/(3)+(17)/(12)=x+(x+7)/(4);-13x=0;1
(x)/(2)-(x-1)/(3)+(17)/(12)=x+(x+7)/(4);x=(0)/(-13);1
(x)/(2)-(x-1)/(3)+(17)/(12)=x+(x+7)/(4);x=0;1
(2x-3)/(5)-(11-x)/(3)=(29)/(30);12x-18-110+10x=29;1
(2x-3)/(5)-(11-x)/(3)=(29)/(30);12x+10x=29+18+110;1
(2x-3)/(5)-(11-x)/(3)=(29)/(30);22x=157;1
(2x-3)/(5)-(11-x)/(3)=(29)/(30);x=(157)/(22);1
(x-1)/(2)+(x+1)/(3)=(2x+3)/(5);15x-15+10x+10=12x+18;1
(x-1)/(2)+(x+1)/(3)=(2x+3)/(5);15x+10x-12x=18+15-10;1
(x-1)/(2)+(x+1)/(3)=(2x+3)/(5);13x=23;1
(x-1)/(2)+(x+1)/(3)=(2x+3)/(5);x=(23)/(13);1
(3x+1)/(13)-(2-x)/(2)=(4x-1)/(5)-(2x-5)/(3);90x+195x-312x+260x=-78+650-30+390;1
(3x+1)/(13)-(2-x)/(2)=(4x-1)/(5)-(2x-5)/(3);233x=932;1
(3x+1)/(13)-(2-x)/(2)=(4x-1)/(5)-(2x-5)/(3);x=(932)/(233);1
(3x+1)/(13)-(2-x)/(2)=(4x-1)/(5)-(2x-5)/(3);x=4;1
(2x-1)/(3)-(5x-10)/(4)=(3x-1)/(5)-(9*(x-2))/(6);(4*(2x-1)-3*(5x-10))/(12)=(6*(3x-1)-45*(x-2))/(30);0
(2x-1)/(3)-(5x-10)/(4)=(3x-1)/(5)-(9*(x-2))/(6);40x-75x-36x+90x=-12+180+20-150;1
(2x-1)/(3)-(5x-10)/(4)=(3x-1)/(5)-(9*(x-2))/(6);19x=32;0
(2x-1)/(3)-(5x-10)/(4)=(3x-1)/(5)-(9*(x-2))/(6);19x=38;1
(2x-1)/(3)-(5x-10)/(4)=(3x-1)/(5)-(9*(x-2))/(6);x=(38)/(19);1
(2x-1)/(3)-(5x-10)/(4)=(3x-1)/(5)-(9*(x-2))/(6);x=2;1
x+8x-2x=81-2x;x+8x-2x+2x=81;1
x+8x-2x=81-2x;9x=81;1
x+8x-2x=81-2x;x=(81)/(9);1
x+8x-2x=81-2x;x=9;1
7x+44-x=2x+20;7x-x-2x=20-44;1
7x+44-x=2x+20;4x=-24;1
7x+44-x=2x+20;x=-(24)/(4);1
7x+44-x=2x+20;x=-6;1
6x-2*(x-3)-(12-2x)=0;6x-2x+6-12+2x=0;1
6x-2*(x-3)-(12-2x)=0;6x-2x+2x=-6+12;1
6x-2*(x-3)-(12-2x)=0;6x=6;1
6x-2*(x-3)-(12-2x)=0;x=(6)/(6);1
6x-2*(x-3)-(12-2x)=0;x=1;1
10*(x+1)-6=3*(x-3)-10;10x+10-6=3x-9-10;1
10*(x+1)-6=3*(x-3)-10;10x-3x=-9-10-10+6;1
10*(x+1)-6=3*(x-3)-10;7x=-23;1
10*(x+1)-6=3*(x-3)-10;x=-(23)/(7);1
6*(x-2)-2*(x+1)=40;6x-12-2x-2=40;1
6*(x-2)-2*(x+1)=40;6x-2x=40+12+2;1
6*(x-2)-2*(x+1)=40;4x=54;1
6*(x-2)-2*(x+1)=40;x=(54)/(4);1
6*(x-2)-2*(x+1)=40;x=(27)/(2);1
6x-(x+1)-1=-x+4*(2-x);6x-x-1=-x+8-4x;0
6x-(x+1)-1=-x+4*(2-x);6x-x-1=-x+8-4x;0
6x-(x+1)-1=-x+4*(2-x);6x-x-1-1=-x+8-4x;1
6x-(x+1)-1=-x+4*(2-x);6x-x+x+4x=8+1+1;1
6x-(x+1)-1=-x+4*(2-x);10x=10;1
6x-(x+1)-1=-x+4*(2-x);x=(10)/(10);1
6x-(x+1)-1=-x+4*(2-x);x=1;1
(x-2)/(3)-(x+1)/(4)=10;4x-8-3x-3=120;1
(x-2)/(3)-(x+1)/(4)=10;4x-3x=120+8+3;1
(x-2)/(3)-(x+1)/(4)=10;x=131;1
(x-1)/(7)-(x+3)/(4)=1;4x-4-7x-21=28;1
(x-1)/(7)-(x+3)/(4)=1;4x-7x=28+4+21;1
(x-1)/(7)-(x+3)/(4)=1;-3x=53;1
(x-1)/(7)-(x+3)/(4)=1;x=(53)/(-3);1
(x-3)/(5)=(x-1)/(4);4x;0
(x-3)/(5)=(x-1)/(4);4x-3=5x-5;0
(x-3)/(5)=(x-1)/(4);4x-12=5x-5;1
(x-3)/(5)=(x-1)/(4);4x-5x=-5+12;1
(x-3)/(5)=(x-1)/(4);-x=7;1
(x-3)/(5)=(x-1)/(4);x=(7)/(-1);1
(x-3)/(5)=(x-1)/(4);x=-7;1
(x+1)/(3)+(3x-1)/(2)=(2x+1)/(4)-(37)/(12);4x+4+18x-6=6x+3-37;1
(x+1)/(3)+(3x-1)/(2)=(2x+1)/(4)-(37)/(12);4x+18x-6x=3-37-4+6;1
(x+1)/(3)+(3x-1)/(2)=(2x+1)/(4)-(37)/(12);16x=-32;1
(x+1)/(3)+(3x-1)/(2)=(2x+1)/(4)-(37)/(12);x=-(32)/(16);1
(x+1)/(3)+(3x-1)/(2)=(2x+1)/(4)-(37)/(12);x=()/(2);0
(x+1)/(3)+(3x-1)/(2)=(2x+1)/(4)-(37)/(12);x=-2;1
(x)/(2)+4x=15-2*(-x-6);x+8x=30+4x+24;1
(x)/(2)+4x=15-2*(-x-6);x+8x-4x=30+24;1
(x)/(2)+4x=15-2*(-x-6);5x=54;1
(x)/(2)+4x=15-2*(-x-6);x=(54)/(5);1
(1-x)/(2)=(x+1)/(2)+x;-x+x-2x=1-1;0
(1-x)/(2)=(x+1)/(2)+x;-x-x-2x=1-1;1
(1-x)/(2)=(x+1)/(2)+x;-4x=0;1
(1-x)/(2)=(x+1)/(2)+x;x=(0)/(-4);1
(1-x)/(2)=(x+1)/(2)+x;x=0;1
(x)/(6)+(x)/(9)=(x-1)/(2)+2;3x+2x=9x-9+36;1
(x)/(6)+(x)/(9)=(x-1)/(2)+2;3x+2x-9x=36;0
(x)/(6)+(x)/(9)=(x-1)/(2)+2;3x+2x-9x=-9+36;1
(x)/(6)+(x)/(9)=(x-1)/(2)+2;-4x=27;1
(x)/(6)+(x)/(9)=(x-1)/(2)+2;x=(27)/(-4);1
(x-3)/(3)-(3)/(2)=(4x)/(3);2x-6-9=8x;1
(x-3)/(3)-(3)/(2)=(4x)/(3);2x-8x=9+6;1
(x-3)/(3)-(3)/(2)=(4x)/(3);-6x=15;1
(x-3)/(3)-(3)/(2)=(4x)/(3);x=(15)/(-6);1
(x-3)/(3)-(3)/(2)=(4x)/(3);x=-(3)/(2);0
(x-3)/(3)-(3)/(2)=(4x)/(3);x=-(5)/(2);1
(x+3)/(2)+(x)/(3)=10;3x+9+2x=60;1
(x+3)/(2)+(x)/(3)=10;3x+2x=60-9;1
(x+3)/(2)+(x)/(3)=10;5x=51;1
(x+3)/(2)+(x)/(3)=10;x=(51)/(5);1
(x+3)/(2)+(x+2)/(3)=12;3x+9+2x+4=6;0
(x+3)/(2)+(x+2)/(3)=12;3x+9+2x+4=72;1
(x+3)/(2)+(x+2)/(3)=12;3x+2x=72-9-4;1
(x+3)/(2)+(x+2)/(3)=12;5x=59;1
(x+3)/(2)+(x+2)/(3)=12;x=(59)/(5);1
(x-1)/(2)=(x+1)/(3);3x-3=2x+2;1
(x-1)/(2)=(x+1)/(3);3x-2x=2+3;1
(x-1)/(2)=(x+1)/(3);x=5;1
(x-2)/(10)=(x-1)/(2);x-2=5x-5;1
(x-2)/(10)=(x-1)/(2);x-5x=-5+2;1
(x-2)/(10)=(x-1)/(2);-4x=-3;1
(x-2)/(10)=(x-1)/(2);x=-(3)/(-4);1
(x-2)/(10)=(x-1)/(2);x=(3)/(4);1
9-2*(x+3)=x-18;9-2x-6=x-18;1
9-2*(x+3)=x-18;-2x-x=-18-9+6;1
9-2*(x+3)=x-18;-3x=-21;1
9-2*(x+3)=x-18;x=-(21)/(-3);1
9-2*(x+3)=x-18;x=7;1
4*(x-4)=-1-(3x-1);4x-16=-1-3x+1;1
4*(x-4)=-1-(3x-1);4x+3x=-1+1+16;1
4*(x-4)=-1-(3x-1);7x=16;1
4*(x-4)=-1-(3x-1);x=(16)/(7);1
40+(3x-4)=2*(3x-4)+16;40+3x-4=6x-8+16;1
40+(3x-4)=2*(3x-4)+16;3x-6x=-8+16-40+4;1
40+(3x-4)=2*(3x-4)+16;-3x=-28;1
40+(3x-4)=2*(3x-4)+16;x=-(28)/(-3);1
40+(3x-4)=2*(3x-4)+16;x=(28)/(3);1
5*(2x-5)=3-(-2x+1);10x-25=3+2x-1;1
5*(2x-5)=3-(-2x+1);10x-2x=3-1+25;1
5*(2x-5)=3-(-2x+1);8x=27;1
5*(2x-5)=3-(-2x+1);x=(27)/(8);1
2*(6x-8)+10=3*(x-2)-(-4+3x);12x-16+10=3x-6+4-3x;1
2*(6x-8)+10=3*(x-2)-(-4+3x);12x-3x+3x=-6+4+16-10;1
2*(6x-8)+10=3*(x-2)-(-4+3x);12x=4;1
2*(6x-8)+10=3*(x-2)-(-4+3x);x=(4)/(12);1
2*(6x-8)+10=3*(x-2)-(-4+3x);x=(1)/(3);1
3x+2*(1-x)=10;3x+2-2x=10;1
3x+2*(1-x)=10;3x-2x=10-2;1
3x+2*(1-x)=10;x=8;1
x-(3-x)=1;x-3+x=1;1
x-(3-x)=1;x+x=1+3;1
x-(3-x)=1;2x=4;1
x-(3-x)=1;x=(4)/(2);1
x-(3-x)=1;x=(4)/(2);1
x-(3-x)=1;x=2;1
x+3*(x-1)-(x+9)=-147;x+3x-3-x-9=-147;1
x+3*(x-1)-(x+9)=-147;x+3x-x=-147+3+9;1
x+3*(x-1)-(x+9)=-147;3x=-135;1
x+3*(x-1)-(x+9)=-147;x=-(135)/(3);1
x+3*(x-1)-(x+9)=-147;x=-45;1
10=3*(x-2)-(x-18);10=3x-6-x+18;1
10=3*(x-2)-(x-18);-3x+x=18-6-10;1
10=3*(x-2)-(x-18);-2x=2;1
10=3*(x-2)-(x-18);x=(2)/(-2);1
10=3*(x-2)-(x-18);x=-1;1
(x)/(3)-(7)/(8)=(x)/(4)-1;8x-21=6x-24;1
(x)/(3)-(7)/(8)=(x)/(4)-1;8x-6x=-24+21;1
(x)/(3)-(7)/(8)=(x)/(4)-1;2x=-3;1
(x)/(3)-(7)/(8)=(x)/(4)-1;x=-(3)/(2);1
(3x-5)/(2)-(x-2)/(5)=7;15x-25-2x+4=70;1
(3x-5)/(2)-(x-2)/(5)=7;15x-2x=70+25-4;1
(3x-5)/(2)-(x-2)/(5)=7;13x=91;1
(3x-5)/(2)-(x-2)/(5)=7;x=(91)/(13);1
(3x-5)/(2)-(x-2)/(5)=7;x=7;1
x-3=2*(x-(1)/(2));x-3=4x-2;0
x-3=2*(x-(1)/(2));2x-6=4x-2;1
x-3=2*(x-(1)/(2));2x-4x=-2+6;1
x-3=2*(x-(1)/(2));-2x=-4;0
x-3=2*(x-(1)/(2));-2x=4;1
x-3=2*(x-(1)/(2));x=(4)/(-2);1
x-3=2*(x-(1)/(2));x=-2;1
(x+5)/(2)=(8+2x)/(5);5x+25=16+4x;1
(x+5)/(2)=(8+2x)/(5);5x-4x=16-25;1
(x+5)/(2)=(8+2x)/(5);x=-9;1
(5x-10)/(2)=10-(5x-5)/(3);15x-30=60-10x+10;1
(5x-10)/(2)=10-(5x-5)/(3);15x+10x=60+10+30;1
(5x-10)/(2)=10-(5x-5)/(3);25x=100;1
(5x-10)/(2)=10-(5x-5)/(3);x=(100)/(25);1
(5x-10)/(2)=10-(5x-5)/(3);(20)/(5);0
(5x-10)/(2)=10-(5x-5)/(3);x=(20)/(5);1
(5x-10)/(2)=10-(5x-5)/(3);x=4;1
 x+15=45-2x;x+2x+15=45-2x+2x;1
 x+15=45-2x;3x=45-15;1
 x+15=45-2x;3x=15+45;0
 x+15=45-2x;3x=30;1
 x+15=45-2x;x=(30)/(3);1
 x+15=45-2x;10;0
 x+15=45-2x;x=10;1
x+4=10;x=10-4;1
x+4=10;x=6;1
x+1=23;x=23-1;1
x+1=23;x=22;1
x+5=34;x=34-5;1
x+5=34;x=29;1
x+8=12;x=12-8;1
x+8=12;x=4;1
x-1=11;x=11+1;1
x-1=11;x=12;1
x-6=12;x=12+6;1
x-6=12;x=18;1
x-9=30;x=30+9;1
x-9=30;x=39;1
x-8=19;x=19+8;1
x-8=19;x=27;1
10+x=56;x=56-10;1
10+x=56;x=46;1
18+x=20;x=20-18;1
18+x=20;x=2;1
15+x=21;x=21-15;1
15+x=21;x=6;1
120+x=220;x=220-120;1
120+x=220;x=100;1
100+x=300;x=300-100;1
100+x=300;x=200;1
99+x=180;x=180-99;1
99+x=180;x=81;1
4x=-28;x=(28)/(4);0
4x=-28;x=(28)/(4);0
4x=-28;x=-(28)/(4);1
4x=-28;x=-7;1
9x=18;x=(18)/(9);1
9x=18;x=2;1
4x=-16;x=-(16)/(4);1
4x=-16;x=-4;1
5x=-20;x=-(20)/(5);1
5x=-20;x=-4;1
12x=6;x=(6)/(12),;0
12x=6;x=(6)/(12);1
12x=6;x=2;0
12x=6;x=(1)/(2);1
18x=9;x=(9)/(18);1
18x=9;x=(1)/(2);1
7x=-21;x=-(21)/(7);1
7x=-21;x=-3;1
8x=0;x=(0)/(8);1
8x=0;x=0;1
8x=32;x=(32)/(8);1
8x=32;x=4;1
48x=12;x=(12)/(48);1
48x=12;x=4;0
48x=12;x=(2)/(12);0
48x=12;x=(1)/(6);0
48x=12;x=(1)/(4);1
35x=-70;x=-(70)/(35);1
35x=-70;x=-2;1
6x=32;x=(32)/(6);1
6x=32;x=(16)/(3);1
8x=10;x=(10)/(8);1
8x=10;x=(10)/(8);0
8x=10;x=2;0
8x=10;x=8;0
8x=10;x=(5)/(4);1
5x=-100;5x=+100;0
5x=-100;x=-(100)/(5);1
5x=-100;x=20;0
5x=-100;x=+20;0
5x=-100;x=-20;1
32x=-8;x=-(8)/(32);1
32x=-8;x=-4;0
32x=-8;x=-(1)/(4);1
-7x=-42;x=-(42)/(-7);1
-7x=-42;x=-6;0
-7x=-42;x=+6;1
-8x=-24;x=-(24)/(-8);1
-8x=-24;x=+3;1
-20x=-4;x=-(4)/(-20);1
-20x=-4;x=+5;0
-20x=-4;x=+(2)/(10);1
-20x=-4;x=+(1)/(5);1
-60=-2x;x=-(20)/(-60);0
-60=-2x;x=-(2)/(-60);0
-60=-2x;x=-(2)/(+60);0
-60=-2x;x=-(60)/(-2);1
-60=-2x;x=+30;1
45=-5x;x=(45)/(-5);1
45=-5x;x=-9;1
90=2x;x=(90)/(2);1
90=2x;x=45;1
(x)/(2)=12;x=12*2;1
(x)/(2)=12;x=24;1
(x)/(2)=8;x=8*2;1
(x)/(2)=8;x=16;1
(x)/(2)=-5;x=-5*2;1
(x)/(2)=-5;x=-10;1
(x)/(3)=9;x=9*3;1
(x)/(3)=9;x=27;1
(x)/(4)=-5;x=-5*4;1
(x)/(4)=-5;x=-20;1
(3x)/(4)=9;x=9*4;0
(3x)/(4)=9;3x=9*4;1
(3x)/(4)=9;3x=36;1
(3x)/(4)=9;x=(36)/(3);1
(3x)/(4)=9;x=12;1
(2x)/(5)=-4;2x=-4*5;1
(2x)/(5)=-4;2x=-20;1
(2x)/(5)=-4;x=-(20)/(2);1
(2x)/(5)=-4;x=-10;1
(2x)/(3)=-10;2x=-10*3;1
(2x)/(3)=-10;2x=-30;1
(2x)/(3)=-10;x=-(30)/(2);1
(2x)/(3)=-10;x=-15;1
(x)/(4)=-30;x=-30*4;1
(x)/(4)=-30;x=-120;1
3x+10=91;3x=91-10;1
3x+10=91;3x=81;1
3x+10=91;x=(81)/(3);1
3x+10=91;x=27;1
4x+7=x+25;4x-x=25-7;1
4x+7=x+25;4x=18;0
4x+7=x+25;4x-x=18;1
4x+7=x+25;x=(18)/(4);0
4x+7=x+25;3x=18;1
4x+7=x+25;x=(18)/(3);1
4x+7=x+25;x=6;1
6x-19=71;6x=71+19;1
6x-19=71;6x=90;1
6x-19=71;x=(90)/(6);1
6x-19=71;x=15;1
2x+3=9;2x=9-3;1
2x+3=9;x=6;0
2x+3=9;2x=6;1
2x+3=9;x=(6)/(2);1
2x+3=9;x=3;1
5x+10=50;5x=50-10;1
5x+10=50;5x=40;1
5x+10=50;x=(40)/(5);1
5x+10=50;x=8;1
6x-1=11;6x=11+1;1
6x-1=11;6x=12;1
6x-1=11;x=(12)/(6);1
6x-1=11;x=2;1
7x-1=13;7x=13+1;1
7x-1=13;x=14;0
7x-1=13;x=14;0
7x-1=13;7x=14;1
7x-1=13;x=(14)/(7);1
7x-1=13;x=2;1
2x+5=27;2x=27-5;1
2x+5=27;2x=22;1
2x+5=27;x=(22)/(2);1
2x+5=27;x=11;1
7x+1=6x+6;7x-6x=+6-1;1
7x+1=6x+6;7x-6x=5;1
7x+1=6x+6;1x=5;1
7x+1=6x+6;x=(5)/(1);1
7x+1=6x+6;x=5;1
4x-7=3x+9;4x-3x=9+7;1
4x-7=3x+9;4x-3x=16;1
4x-7=3x+9;1x=16;1
4x-7=3x+9;x=(16)/(1);1
4x-7=3x+9;x=16;1
4x-8=2x+6;4x-2x=6+8;1
4x-8=2x+6;4x-2x=14;1
4x-8=2x+6;2x=14;1
4x-8=2x+6;x=(14)/(2);1
4x-8=2x+6;x=7;1
5x-3=2x-9;5x-2x=-9+3;1
5x-3=2x-9;5x-2x=-6;1
5x-3=2x-9;3x=-6;1
5x-3=2x-9;x=-(6)/(3);1
5x-3=2x-9;x=-2;1
2x-20=x+80;2x-x=80+20;1
2x-20=x+80;2x-x=100;1
2x-20=x+80;1x=100;1
2x-20=x+80;x=(100)/(1);1
2x-20=x+80;x=100;1
9x-10=170;9x=170+10;1
9x-10=170;9x=180;1
9x-10=170;x=(180)/(9);1
9x-10=170;x=20;1
5x-10=70;5x=70+10;1
5x-10=70;5x=80;1
5x-10=70;x=(80)/(5);1
5x-10=70;x=30;0
5x-10=70;x=16;1
5x-10=70;16;0
5x-10=70;x=16;0
6x=2x+28;6x-2x=28;1
6x=2x+28;4x=28;1
6x=2x+28;x=(28)/(4);1
6x=2x+28;x=7;1
5x-2=18+3x;5x-3x=18+2;1
5x-2=18+3x;5x-3x=20;1
5x-2=18+3x;2x=20;1
5x-2=18+3x;x=(20)/(2);1
5x-2=18+3x;x=10;1
6x-10=2x+14;6x-2x=14+10;1
6x-10=2x+14;6x-2x=24;1
6x-10=2x+14;4x=24;1
6x-10=2x+14;x=(24)/(4);1
6x-10=2x+14;x=6;1
4x+8=2x+12;4x-2x=12-8;1
4x+8=2x+12;4x-2x=4;1
4x+8=2x+12;2x=4;1
4x+8=2x+12;x=(4)/(2);1
4x+8=2x+12;x=2;1
9x+10=8x-7;9x-8x=-7-1;0
9x+10=8x-7;9x-8x=-7-10;1
9x+10=8x-7;9x-8x=-3;0
9x+10=8x-7;9x-8x=-17;1
9x+10=8x-7;1x=-17;1
9x+10=8x-7;x=-(17)/(1);1
9x+10=8x-7;x=17;0
9x+10=8x-7;x=-17;1
5x-18=4x+30;5x-4x=30+18;1
5x-18=4x+30;1x=48;1
5x-18=4x+30;x=48;1
3*(2x-1)=2*(x+1)+3;6x-3=2x+2+3;1
3*(2x-1)=2*(x+1)+3;6x-2x=2+3+3;1
3*(2x-1)=2*(x+1)+3;4x=8;1
3*(2x-1)=2*(x+1)+3;x=(8)/(4);1
3*(2x-1)=2*(x+1)+3;x=2;1
3*(x+3)-1=2;3x+9-1=2;1
3*(x+3)-1=2;3x=2-9+1;1
3*(x+3)-1=2;3x=8;0
3*(x+3)-1=2;3x=8;0
3*(x+3)-1=2;3x=9+3;0
3*(x+3)-1=2;3x=9;0
3*(x+3)-1=2;3x=-6;1
3*(x+3)-1=2;x=-(6)/(3);1
3*(x+3)-1=2;x=-2;1
3*(x+2)=2*(x-7);3x+6=2x-14;1
3*(x+2)=2*(x-7);3x-2x=14-6;0
3*(x+2)=2*(x-7);3x-2x=14-6;0
3*(x+2)=2*(x-7);3x-2x=-14-6;1
3*(x+2)=2*(x-7);1x=20;0
3*(x+2)=2*(x-7);1x=-20;1
3*(x+2)=2*(x-7);x=20;0
3*(x+2)=2*(x-7);x=-20;1
5*(2x+7)-1=4*(x-5)+9;10x+35-1=4x-20+9;1
5*(2x+7)-1=4*(x-5)+9;10x-4x=-20+9+1-35;1
5*(2x+7)-1=4*(x-5)+9;6x=-23;0
5*(2x+7)-1=4*(x-5)+9;6x=-45;1
5*(2x+7)-1=4*(x-5)+9;x=-(45)/(6);1
5*(2x+7)-1=4*(x-5)+9;x=-(15)/(2);1
2*(x-1)+3*(x+1)=4*(x+2);2x-2+3x+3=4x+8;1
2*(x-1)+3*(x+1)=4*(x+2);2x+3x-4x=8+2;0
2*(x-1)+3*(x+1)=4*(x+2);2x-3x-4x=8+2;0
2*(x-1)+3*(x+1)=4*(x+2);2x-3x=4x+8+2;0
2*(x-1)+3*(x+1)=4*(x+2);2x-3x+4x=8+2;0
2*(x-1)+3*(x+1)=4*(x+2);2x+3x+4x=8+2;0
2*(x-1)+3*(x+1)=4*(x+2);2x+3x-4x=8+2;0
2*(x-1)+3*(x+1)=4*(x+2);2x+3x-4x=-8+2;0
2*(x-1)+3*(x+1)=4*(x+2);2x+3x-4x=8-3+2;1
2*(x-1)+3*(x+1)=4*(x+2);5x-4x=7;1
2*(x-1)+3*(x+1)=4*(x+2);1x=7;1
2*(x-1)+3*(x+1)=4*(x+2);x=7;1
2*(x-1)+3*(x+1)=4*(x+2);1x=7;1
2*(x+1)+5*(x-1)=7;2x+2+5x-5=7;0
2*(x+1)+5*(x-1)=7;2x+2+5x-5=7;0
2*(x+1)+5*(x-1)=7;2x+2+5x-5=7;0
2*(x+1)+5*(x-1)=7;2x+2+5x-1=7;0
2*(x+1)+5*(x-1)=7;2x+2+5x-5=7;0
2*(x+1)+5*(x-1)=7;2x+2+5x-5=7;1
2*(x+1)+5*(x-1)=7;2x-5x=7-2;0
2*(x+1)+5*(x-1)=7;2x-5x=-5+7-2;0
2*(x+1)+5*(x-1)=7;2x-5x=7-2+5;0
2*(x+1)+5*(x-1)=7;2x+5x=7-2+5;1
2*(x+1)+5*(x-1)=7;7x=10;1
2*(x+1)+5*(x-1)=7;x=(10)/(7);1
8*(x-1)=7*(x+2);8x-8=7x+14;1
8*(x-1)=7*(x+2);8x-7x=14+8;1
8*(x-1)=7*(x+2);1x=22;1
8*(x-1)=7*(x+2);x=22;1
9*(x+1)=8*(x-2);9x+9=8x-16;1
9*(x+1)=8*(x-2);9x-8x=-16-9;1
9*(x+1)=8*(x-2);1x=25;0
